type,rating_category,Duration_Category,movie_age,country_category,Directors,Title_Words,Content Age
Movie,Adult,Medium,4,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),4,Japan,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,13,United Kingdom,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Medium,4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Very Long,5,Other Countries,Other Directors,6-10 Words,New Releases (0-5 years)
Movie,Adult,Long,4,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),4,India,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,5,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Very Long,12,India,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Medium,12,Other Countries,Other Directors,6-10 Words,New Releases (0-5 years)
Movie,Adult,Long,40,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,4,United Kingdom,Other Directors,6-10 Words,New Releases (0-5 years)
Movie,Adult,Very Long,32,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Long,9,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,4,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,13,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Family-friendly,Series(X Seasons),4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),4,United States,Other Directors,6-10 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),4,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),16,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,30,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,15,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),14,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,4,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),20,Other Countries,Other Directors,6-10 Words,New Releases (0-5 years)
TV Show,Family-friendly,Series(X Seasons),4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),12,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),17,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),13,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Family-friendly,Series(X Seasons),5,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Medium,33,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Medium,32,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,18,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Medium,9,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Very Long,23,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Medium,16,Other Countries,Other Directors,6-10 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),5,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,26,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,39,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,6,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,19,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),15,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,18,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),11,Japan,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Very Long,15,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Epic,26,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,30,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,34,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,31,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Medium,10,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,17,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,16,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,6,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Very Long,22,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Very Long,25,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,21,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,9,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,12,United States,Other Directors,6-10 Words,New Releases (0-5 years)
Movie,Adult,Long,34,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,14,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,15,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,21,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,30,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,25,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Very Long,15,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),4,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Medium,7,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Family-friendly,Series(X Seasons),4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,11,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),4,United Kingdom,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,5,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),16,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),4,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,16,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Very Long,4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Long,12,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Family-friendly,Series(X Seasons),4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Medium,6,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),4,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),4,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Very Long,13,India,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Medium,4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),4,Other Countries,Other Directors,6-10 Words,New Releases (0-5 years)
TV Show,Family-friendly,Series(X Seasons),4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Very Long,4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),4,Other Countries,Other Directors,6-10 Words,New Releases (0-5 years)
Movie,Adult,Long,6,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),6,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),5,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Epic,13,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Very Long,4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Family-friendly,Series(X Seasons),4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Family-friendly,Series(X Seasons),4,Other Countries,Other Directors,6-10 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,4,United Kingdom,Other Directors,6-10 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),4,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Medium,4,Other Countries,Other Directors,6-10 Words,New Releases (0-5 years)
Movie,Family-friendly,Medium,10,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Medium,12,Other Countries,Rajiv Chilaka,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Medium,16,Other Countries,Rajiv Chilaka,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Medium,14,Other Countries,Rajiv Chilaka,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Medium,15,Other Countries,Rajiv Chilaka,6-10 Words,New Releases (0-5 years)
Movie,Family-friendly,Medium,12,India,Rajiv Chilaka,6-10 Words,New Releases (0-5 years)
Movie,Family-friendly,Medium,12,Other Countries,Rajiv Chilaka,6-10 Words,New Releases (0-5 years)
Movie,Family-friendly,Medium,12,Other Countries,Rajiv Chilaka,6-10 Words,New Releases (0-5 years)
Movie,Family-friendly,Medium,12,Other Countries,Rajiv Chilaka,6-10 Words,New Releases (0-5 years)
Movie,Family-friendly,Medium,13,Other Countries,Rajiv Chilaka,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Medium,16,India,Rajiv Chilaka,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Medium,12,Other Countries,Rajiv Chilaka,6-10 Words,New Releases (0-5 years)
Movie,Family-friendly,Medium,10,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Medium,6,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Medium,15,Other Countries,Rajiv Chilaka,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Medium,13,Other Countries,Rajiv Chilaka,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Medium,11,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Medium,14,Other Countries,Rajiv Chilaka,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Medium,14,Other Countries,Rajiv Chilaka,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Medium,13,Other Countries,Rajiv Chilaka,6-10 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),6,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Medium,6,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Medium,4,Other Countries,Other Directors,6-10 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,5,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Long,4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,5,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),5,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),6,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Medium,4,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Long,5,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),4,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Family-friendly,Series(X Seasons),4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Very Long,26,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,8,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,8,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,14,United States,Other Directors,6-10 Words,New Releases (0-5 years)
Movie,Adult,Long,13,United States,Other Directors,6-10 Words,New Releases (0-5 years)
Movie,Adult,Very Long,15,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Very Long,16,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Very Long,17,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Long,4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),4,Japan,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,42,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,4,Other Countries,Other Directors,6-10 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),6,South Korea,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Long,4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Medium,4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),4,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Medium,18,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,6,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,6,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
